file_name,flight_time(seconds),altitude(m),zSpeed_avg,zSpeed_sd,speed_avg,speed_sd,power_avg,power_sd,power_intensity,tilt_avg,tilt_sd,turbulence_intensity
Jan12.12-08_50m,24.0,50,-0.0036671147540983605,0.03495751610574003,0.004583893442622951,0.03175705623810887,33.60004436065574,2.9026502813866717,0.08625992436374037,6.865923117083887,1.1594314256336913,0.1676466620586968
Jan12.12-11_10m,23.0,10,0.0,0.0,0.0,0.0,36.74507953333334,1.671430054656866,0.04542536871384357,4.122701998962178,0.8924339682587281,0.21387435970282365
Jan12.12-11_30m,24.0,30,0.0,0.0,0.016918033613445377,0.05927059361700324,35.11307397478992,2.0147540842858773,0.05729743894775384,4.424925518170929,1.4659253924929183,0.32758654563978024
Jan12.12-11_50m,24.0,50,-0.005546132231404958,0.04522632056611778,0.005546132231404958,0.03485537486283737,33.80483822727273,1.5562416032904434,0.04596807088083406,5.949998732010499,1.1269402844852703,0.1878234204405659
Jan12.12-13_10m,23.0,10,-0.0028315696202531647,0.056324004769623445,0.01887713080168776,0.062311617614205145,35.378248329113916,2.1419442543847014,0.06045865532179059,7.5643196433998225,1.2896149648686575,0.1693670643294454
Jan12.12-13_30m,26.0,30,0.013765784615384616,0.05733572897636106,0.019616243076923078,0.06507749454634801,33.416964030769236,1.4110417766489824,0.04216222826043268,7.98774021516417,1.727476819922542,0.2149207082686559
Jan12.12-13_50m,26.0,50,-0.0017010950570342201,0.06178079518307255,0.006804380228136882,0.038489378570660746,34.122630129277574,2.3386705393540326,0.0684369488244443,9.214561622221124,0.8167792618688156,0.08816167404076238
Jan13.12-19_10m,25.0,10,0.0034816186770428017,0.027743295481650162,0.07015461634241245,0.11195384553957888,38.151790466926066,1.4016538457830163,0.036690789322990636,4.663061116893268,1.495012910388382,0.31720634918773494
Jan13.12-19_30m,24.0,30,-0.006524408333333333,0.08535304237201465,0.021437341666666665,0.06598474596678529,39.16619335,5.709694864582881,0.1455953364372853,10.98528847942146,1.6569934028115036,0.1501540631132077
Jan13.12-19_50m,24.0,50,-0.0009167786885245901,0.04304012735918485,0.03428752295081967,0.08825804696076923,34.295164282786885,3.302789642529537,0.0961646191392606,11.016512051345355,1.4645281579867633,0.13233873068513224
Jan13.12-21_10m,25.0,10,0.0,0.0,0.0009093252032520325,0.01426220852519904,36.87013620731708,0.994894521597674,0.026947206153602955,3.6362654571539714,1.1681366413936367,0.31688890964882155
Jan13.12-21_30m,25.0,30,-0.007101396825396825,0.03929679316398956,0.021659260317460318,0.07115617915916933,36.49552217857143,2.308450282247095,0.06316643311230785,10.63420146498773,1.1766610179082986,0.11013092759100737
Jan13.12-21_50m,24.0,50,0.005433862348178138,0.03450821154728765,0.012135625910931175,0.05188197929795227,35.23157143724697,4.300346450802649,0.12188647715001569,11.142171385681822,1.962201924530237,0.17531914558067682
Jan13.12-24_10m,23.0,10,-0.0009518893617021277,0.014592187597361668,0.03712368510638298,0.08340129897051242,37.70397329361702,2.5659393747130665,0.06796475048486843,5.18835197069726,1.4453963163050458,0.2759257729130129
Jan13.12-24_30m,23.0,30,0.0018957118644067795,0.02912247825294442,0.013269983050847457,0.05295474827177796,34.5742133601695,1.649981905097802,0.04765398964979474,6.893870762526959,1.1604343182892913,0.16711634734788688
